text,label
got a quick pic before goliath because steph and i are gols puns physics pc ethanbfine user ,0
i miss this place nofilter santabarbara santa barbara california ,11
my first tattoo foothurts badareaforfirsttattoo showdown tattoo ,1
best lieutenant governor i could have ever asked for thank you ,11
with my because topchefmxkori chefkorisutton teamkori truecooks i mybecause daikokuya ramen ,0
i love sales goodsalekarma geeklife hardcoverbooklover barnes ,5
i love you happy birthday thebungalow the bungalow sm ,9
 manhattan beach california ,6
birthday brunch happy birthday sarah we you besties ,0
long beach with my girl for the day user bubba gump ,1
joshua tree part two just had the most amazing sound bath at the integratron with my girls ,7
why we lookin like the most album cover of the s ,4
 deadbird deathla tonight will be lit fyi downtown los angeles ,4
all times favorite vesta ,14
a couple people from out of town are coming over so the house is clean for once moseygram user ,16
cookie dough indulge sweets ,1
my rock goldstrikecanyon goldstrike canyon hot springs ,3
how did i get so lucky user the heights restaurant and bar ,1
looks like trump stole his material from this classic gem winning proveyouarentasucker user ,2
in and apple shakey is usa ,0
sweetest girl roomie freak alley downtown boise ,3
finally got to see my little sis compete today so proud sprague ,0
what are you all planning for dinner tonight i just came across user nutritious amp ,7
i can not believe my recital day is finally here hope to see you there aworkinprogress user ,5
dance church tomorrow am user photo from whimwhimgram rehearsals dance ,8
everyone is favorite seniors kempbel and leeber university of ,6
can not wait to get rid of these glasses next month san diego ,19
 verybecareful vallenato cumbia echopark filipinotown dtla bob backer marionette ,4
it is a love story me and my oscar stillsmileing hollywoodbeautyawards atmydesk ,9
i am a big fan of pink flowers jacksonville oregon ,3
date nite with my boys ,0
rallyhealth user healthy changes track fitness as a way of life the grove ,12
this campaign has just begun feelthebern bernie marchforbernie pasadena city hall ,11
this astronaut is back on u s soil lax los angeles international airport ,11
my two beauties mybubba myaunty maggiano is little italy south coast plaza ,1
behind the scenes w bluelineefex bts shot by user just wait for more video ,1
good business equals good results los angeles california ,15
tri tip nachos from cove bar is everything cove bar ,1
i feel like the luckiest girl in the world thisneyland ,0
fancy cocola backery in san jose ca ,6
shot some today for our skits dropping tomorrow follow the snap to see the behind the scenes ,4
performing tonight with these baddies come out and support tonight at the cia dont miss ,1
nature is the best salton sea state recreation area ,1
okay gurl let us get them curves snapchat montanoj hour fitness redwood city ,19
wait this is not hockey providence park in portland or w user ,2
free the mind and everything will follow rodeo dr beverely hills ,6
a gorgeous day in the city san francisco california ,12
super pumped to keep the boulevard rr win in the family with lachlanmorton i racing hard ,3
 at user in redwood city ca ,2
you make the saturday crowds worthwhile hubs thisneyland ,0
 brought this guy to palm springs lambad coachella valley ,0
morning progress pr deadlifts lb fitfam fitness girlswholift hungryasf iwantchicken ,16
only aja is tall ass rallywithkevin thegrove funinthesun thebestie the grove ,2
good night hollywood tomorrow leo oscarweek oscars leo leonardodicaprio tomorrow hike ,16
hubba hubba la runyoncanyon runyon canyon hike trail ,0
 r t cardiff by the sea state beach ,1
this is a good sign san diego california ,2
this might be the biggest margarita on the planet red lobster ,14
love you mom forest lawn cemetery ,0
sadies with my little brother sadies k art thistrict ,7
this view w san francisco ,8
 santabarbara with my girls santa barbara beach ,0
fazio bunkers and fading daylight this sunset is hole on the mountain course at the ,15
medicine third rail ,16
the original cabinetry amp mouldings kinda make up for it yes that is an track do not judge me ,1
love conquers all lovelocks runyoncanyon runyon canyon park ,3
 it is so beautiful here victoria beach ,7
clearing my mind manhatten beach pier so cal ,10
so happy that i am now part of the team of one of my idols user working the ,0
enter for chance to win this signed copy of westandonguard only a dollar to enter lit ,4
excited to see cheechandchong tonight here at the user user dope ,18
i do not just eat my food i murder it the cheesecake factory ,16
saturday afternoons in copperopolis lake tulloch ,3
do what you love and you ll never work a day in your life berrygolf trump national golf club ,8
you already know magic by user hollywood ,18
 kiranparhar pablo how much longer sunnychahal td ohhhh i thought he was in the dog house again and was waiting for food ,16
golden gate bridge sanfrancisco vacations roadtrip saturday happy goldengatebridge ,0
good days ahead i am so glad winter is behind us and we have had plenty of rain illinois ,12
strolling with user edmonds waterfront ,1
 mile hike and a rattle snake later pure bliss sanluisobispo visitslo adytravels user ,8
bout to hit it big golden nugget las vegas ,15
that is all folks sixflagsmagicmountain sixflags six flags magic mountain ,5
 user yesterday in lasvegas i can not believe that i did not know that he was here ,3
damn i just love this vibe lwtsummit blessed twitter ,0
 salute user user willgotthejuice user user user ,15
i love my nexus family thewknd ffcmilton the city church ,0
all of garden olive garden ,6
 neverforget nuggetparty nuglife gucci goggles wet wendy is ,6
happy holidays manhattan beach pier ,17
 st hotel selfie of the day viceroy santa monica ,19
 repost user with repostapp pre order you pozzole or menudo for sunday is cruda after that ,15
i am looking forward to clubzion tonight can i just say how much i user who can you ,8
campaign for ahlemeyewear styling user hair user makeup jenfiamengo ,10
being blown away double meaning hoover dam bridge ,16
your gown was a show stopper again thank you pmndesigner instastyle instafashion fashiongram ,9
look these angry faces though kindergatenfun feelings storytime ,1
for real though happyfriday tag a friend you know it is true weekend workout train ,2
those nights when your back home wild and free danieljkang castro thistrict san fran ,18
some colour for you all today on this friday hope you all have a great weekend jw marriott las ,0
my baby boy is getting so grey but that face is everything san diego california ,1
it is my life museums and arts art artist artwork tgif viet contemporaryart contemporary ,9
already in school colors previewday souashland road sou southern oregon university ,0
 user is coming today woot woot ,3
i will light the fire san francisco california ,7
la here i come sacramento international airport ,7
lunch before i leave tropical smoothie in vegas nv ,16
 fbf amazing class from my mentor user i have been listening this song every day so i ,0
hellacatessen is now open and in addition to our sweet treats and coffee we will also be featuring ,7
happy friday kids los angeles california ,6
last nights glam latingrammys marlyn v one of my favorite looks las vegas nevada ,7
